Número do Aluno,Sala,Data,Hora,IP
102203,Auditório 4,20/05/2025,16:16:00,192.168.203.157
102894,C2.02,29/08/2024,16:16:00,192.168.120.7
103182,D1.01,23/09/2024,09:47:00,192.168.22.233
102091,Auditório 4,28/05/2025,20:57:00,192.168.192.14
104646,C2.01,23/06/2025,09:47:00,192.168.64.156
106070,B2.02,26/07/2024,16:16:00,192.168.71.154
104828,AA3.26,12/12/2024,18:34:00,192.168.183.73
105975,D1.01,20/06/2025,18:34:00,192.168.211.41
106071,AA3.28,28/11/2024,09:47:00,192.168.80.59
102158,AA3.28,23/10/2024,17:50:00,192.168.206.54
103182,Auditório 1,17/09/2024,12:55:00,192.168.77.194
104052,B2.01,09/10/2024,11:14:00,192.168.119.233
100804,Auditório 4,26/06/2025,16:16:00,192.168.143.191
104272,C2.02,29/04/2025,09:47:00,192.168.37.177
109959,AA3.26,04/04/2025,11:14:00,192.168.136.188
108329,0S02,06/12/2024,13:57:00,192.168.191.240
105131,AA3.28,26/05/2025,11:14:00,192.168.160.224
103914,B2.01,13/11/2024,13:57:00,192.168.187.40
102102,Auditório 4,24/10/2024,12:55:00,192.168.227.88
105977,AA3.26,24/04/2025,18:34:00,192.168.129.230
108926,0S01,13/08/2024,20:57:00,192.168.209.7
100503,B2.01,15/07/2024,18:34:00,192.168.37.55
109452,C2.01,15/11/2024,13:57:00,192.168.25.23
100135,C2.01,23/08/2024,11:14:00,192.168.67.175
101827,Auditório 1,06/09/2024,13:57:00,192.168.230.46
103492,B2.02,16/05/2025,18:34:00,192.168.153.92
101756,AA3.26,02/06/2025,12:55:00,192.168.101.93
107761,0S01,03/09/2024,15:57:00,192.168.231.32
107460,0S02,04/02/2025,09:47:00,192.168.108.236
100414,0S01,23/06/2025,14:43:00,192.168.188.136
105359,0S01,13/12/2024,20:57:00,192.168.190.212
105370,0S02,05/07/2024,12:55:00,192.168.188.186
104557,D1.01,24/10/2024,17:50:00,192.168.240.232
100300,0S02,22/04/2025,17:50:00,192.168.216.167
105383,D1.02,28/08/2024,08:19:00,192.168.176.136
102378,D1.02,19/03/2025,09:47:00,192.168.221.233
101409,C2.01,03/09/2024,08:19:00,192.168.104.237
103031,B2.02,31/03/2025,12:55:00,192.168.67.158
105636,D1.01,27/05/2025,10:33:00,192.168.77.238
104994,D1.02,04/10/2024,17:50:00,192.168.142.190
106182,Auditório 1,26/02/2025,12:55:00,192.168.9.3
105391,Auditório 4,25/11/2024,09:47:00,192.168.204.92
104892,Auditório 1,21/04/2025,20:57:00,192.168.150.222
100599,AA3.28,02/09/2024,18:34:00,192.168.192.176
104074,Auditório 4,20/08/2024,09:47:00,192.168.106.156
101412,0S02,10/12/2024,13:57:00,192.168.151.162
101381,0S01,07/03/2025,13:57:00,192.168.236.18
109659,AA3.26,12/06/2025,19:50:00,192.168.69.145
104387,0S02,28/05/2025,09:47:00,192.168.20.93
102239,Auditório 4,28/08/2024,14:43:00,192.168.170.62
102818,C2.02,27/11/2024,11:14:00,192.168.168.177
109452,0S01,08/08/2024,08:19:00,192.168.25.23
102138,C2.02,09/09/2024,10:33:00,192.168.249.179
108917,C2.01,23/07/2024,17:50:00,192.168.44.2
106143,0S02,24/06/2025,17:50:00,192.168.175.194
104926,D1.02,21/08/2024,16:16:00,192.168.69.211
102963,AA3.28,29/10/2024,13:57:00,192.168.233.106
102694,Auditório 4,19/06/2025,17:50:00,192.168.161.215
100513,0S01,09/08/2024,17:50:00,192.168.125.62
100804,B2.01,11/09/2024,12:55:00,192.168.143.191
100936,AA3.28,11/10/2024,14:43:00,192.168.227.64
102141,AA3.28,18/07/2024,13:57:00,192.168.57.22
106651,AA3.28,17/04/2025,20:57:00,192.168.42.23
106404,0S01,25/09/2024,12:55:00,192.168.122.93
103052,Auditório 1,06/12/2024,15:57:00,192.168.77.59
102018,0S02,15/11/2024,16:16:00,192.168.114.245
104394,0S01,03/04/2025,17:50:00,192.168.156.110
100876,C2.02,16/05/2025,11:14:00,192.168.114.24
102203,Auditório 1,01/05/2025,19:50:00,192.168.203.157
105886,AA3.26,21/05/2025,15:57:00,192.168.25.232
100876,C2.02,16/04/2025,15:57:00,192.168.148.165
106787,C2.01,08/05/2025,14:43:00,192.168.85.123
103415,AA3.28,31/03/2025,15:57:00,192.168.120.250
102470,Auditório 4,07/05/2025,10:33:00,192.168.42.46
108376,B2.02,20/09/2024,15:57:00,192.168.218.77
108076,AA3.28,02/09/2024,12:55:00,192.168.250.211
106900,C2.02,07/03/2025,08:19:00,192.168.29.190
101651,AA3.28,06/03/2025,11:14:00,192.168.200.209
105369,Auditório 4,27/03/2025,09:47:00,192.168.28.87
104099,B2.01,18/07/2024,12:55:00,192.168.122.70
107140,B2.01,11/09/2024,08:19:00,192.168.44.186
108209,B2.02,17/10/2024,08:19:00,192.168.100.103
106093,C2.01,30/10/2024,14:43:00,192.168.160.195
105427,0S01,03/12/2024,17:50:00,192.168.136.168
101570,B2.01,02/07/2025,12:55:00,192.168.241.240
100513,Auditório 1,13/06/2025,15:57:00,192.168.125.62
105106,Auditório 1,20/05/2025,19:50:00,192.168.50.190
109317,Auditório 1,25/10/2024,09:47:00,192.168.228.167
100828,AA3.28,02/05/2025,15:57:00,192.168.149.109
109225,AA3.26,17/06/2025,11:14:00,192.168.93.188
100340,Auditório 1,01/04/2025,11:14:00,192.168.226.42
101809,D1.02,01/05/2025,09:47:00,192.168.247.149
101726,Auditório 1,18/07/2024,19:50:00,192.168.108.12
107099,0S02,03/09/2024,12:55:00,192.168.20.60
102102,0S02,15/05/2025,20:57:00,192.168.227.88
107212,D1.02,02/10/2024,20:57:00,192.168.134.85
100712,B2.02,20/11/2024,15:57:00,192.168.134.109
109532,B2.01,15/05/2025,19:50:00,192.168.76.118
106855,0S02,06/11/2024,17:50:00,192.168.190.174
109936,Auditório 4,15/07/2024,12:55:00,192.168.81.7
101383,AA3.26,05/05/2025,19:50:00,192.168.165.191
101898,B2.01,24/09/2024,19:50:00,192.168.211.118
102712,C2.02,23/06/2025,16:16:00,192.168.88.88
100241,B2.02,03/06/2025,18:34:00,192.168.98.22
108076,C2.01,19/06/2025,09:47:00,192.168.250.211
100952,B2.01,13/03/2025,08:19:00,192.168.34.174
103346,0S02,25/04/2025,13:57:00,192.168.240.252
101734,Auditório 4,01/11/2024,11:14:00,192.168.127.21
104874,B2.01,30/04/2025,20:57:00,192.168.157.119
100674,0S02,03/02/2025,11:14:00,192.168.116.159
102625,D1.02,11/03/2025,11:14:00,192.168.138.162
106839,AA3.28,26/08/2024,16:16:00,192.168.241.224
100835,0S02,03/04/2025,17:50:00,192.168.71.166
100179,C2.02,06/06/2025,16:16:00,192.168.90.158
102299,C2.01,09/08/2024,14:43:00,192.168.132.178
102016,AA3.28,10/03/2025,11:14:00,192.168.219.3
101658,C2.01,13/11/2024,17:50:00,192.168.121.94
102203,0S01,20/03/2025,15:57:00,192.168.203.157
108394,D1.02,03/03/2025,12:55:00,192.168.56.246
105067,AA3.26,01/04/2025,20:57:00,192.168.92.9
103182,Auditório 1,10/07/2024,08:19:00,192.168.77.194
100503,Auditório 4,25/10/2024,09:47:00,192.168.37.55
103655,C2.02,10/02/2025,08:19:00,192.168.153.14
102608,Auditório 1,10/06/2025,15:57:00,192.168.163.192
105939,AA3.26,18/03/2025,14:43:00,192.168.158.118
100414,D1.01,10/10/2024,12:55:00,192.168.188.136
103784,C2.01,12/11/2024,09:47:00,192.168.9.213
106959,AA3.28,25/10/2024,19:50:00,192.168.26.204
108599,B2.01,06/02/2025,11:14:00,192.168.249.111
107011,Auditório 4,14/05/2025,14:43:00,192.168.35.53
108939,Auditório 4,23/05/2025,11:14:00,192.168.168.207
102723,C2.01,02/07/2025,18:34:00,192.168.192.144
108754,C2.02,16/04/2025,16:16:00,192.168.71.251
108075,0S02,13/11/2024,08:19:00,192.168.215.22
105015,Auditório 4,15/11/2024,19:50:00,192.168.62.26
107865,Auditório 1,12/07/2024,08:19:00,192.168.238.128
108500,Auditório 4,25/04/2025,14:43:00,192.168.178.97
106839,D1.02,11/06/2025,12:55:00,192.168.241.224
108376,B2.02,07/10/2024,20:57:00,192.168.218.77
109702,B2.02,23/08/2024,09:47:00,192.168.23.135
101185,0S01,20/08/2024,17:50:00,192.168.3.184
107011,0S02,07/11/2024,18:34:00,192.168.35.53
107212,D1.02,12/08/2024,20:57:00,192.168.134.85
101906,C2.01,10/02/2025,10:33:00,192.168.151.252
106959,D1.01,25/09/2024,18:34:00,192.168.26.204
104078,B2.01,15/04/2025,10:33:00,192.168.67.57
104632,C2.01,26/09/2024,11:14:00,192.168.178.130
103402,Auditório 1,07/05/2025,11:14:00,192.168.38.158
107140,0S02,08/11/2024,20:57:00,192.168.44.186
108884,C2.01,02/10/2024,20:57:00,192.168.35.188
108754,B2.01,06/08/2024,09:47:00,192.168.71.251
101195,B2.02,25/07/2024,08:19:00,192.168.85.19
108926,D1.01,11/02/2025,13:57:00,192.168.209.7
100531,D1.02,12/02/2025,20:57:00,192.168.216.171
108371,D1.02,03/06/2025,17:50:00,192.168.211.242
101163,AA3.26,29/05/2025,15:57:00,192.168.107.37
108174,0S01,16/09/2024,17:50:00,192.168.83.213
108788,C2.02,02/10/2024,17:50:00,192.168.168.215
101556,AA3.28,09/12/2024,18:34:00,192.168.115.18
108014,0S01,22/08/2024,11:14:00,192.168.1.123
100804,C2.01,06/11/2024,18:34:00,192.168.143.191
100107,B2.02,17/06/2025,12:55:00,192.168.157.139
105304,Auditório 1,17/06/2025,14:43:00,192.168.244.177
102678,AA3.26,20/11/2024,18:34:00,192.168.71.239
101651,D1.01,20/08/2024,12:55:00,192.168.200.209
103941,D1.01,26/07/2024,12:55:00,192.168.199.211
101383,B2.02,07/03/2025,19:50:00,192.168.165.191
100897,C2.01,28/02/2025,13:57:00,192.168.158.206
104840,Auditório 1,17/02/2025,10:33:00,192.168.253.75
105266,C2.02,04/03/2025,20:57:00,192.168.231.215
105370,Auditório 1,19/03/2025,15:57:00,192.168.188.186
100642,0S01,03/10/2024,13:57:00,192.168.189.196
100876,Auditório 1,19/05/2025,16:16:00,192.168.114.24
105515,0S02,10/12/2024,09:47:00,192.168.33.165
101195,C2.01,22/05/2025,09:47:00,192.168.85.19
102239,C2.01,24/04/2025,17:50:00,192.168.62.49
101388,C2.01,05/03/2025,18:34:00,192.168.165.63
103914,Auditório 1,08/08/2024,18:34:00,192.168.187.40
101111,D1.01,04/11/2024,12:55:00,192.168.42.108
104287,C2.02,15/04/2025,12:55:00,192.168.94.241
109953,AA3.28,13/09/2024,16:16:00,192.168.185.35
103585,B2.01,16/04/2025,15:57:00,192.168.249.167
106957,B2.01,17/03/2025,14:43:00,192.168.167.104
101810,B2.01,30/07/2024,19:50:00,192.168.56.96
102963,0S02,11/10/2024,08:19:00,192.168.233.106
108076,0S01,22/08/2024,12:55:00,192.168.250.211
101611,AA3.28,12/08/2024,17:50:00,192.168.23.242
102568,D1.02,20/03/2025,19:50:00,192.168.33.142
108329,0S01,06/11/2024,16:16:00,192.168.191.240
106705,0S02,06/06/2025,12:55:00,192.168.149.242
109936,AA3.28,21/03/2025,17:50:00,192.168.81.7
106651,C2.02,09/04/2025,17:50:00,192.168.42.23
106959,C2.01,26/06/2025,10:33:00,192.168.26.204
100876,C2.02,27/05/2025,09:47:00,192.168.114.24
104840,B2.02,22/05/2025,19:50:00,192.168.253.75
105391,C2.02,11/12/2024,18:34:00,192.168.204.92
101808,0S01,05/09/2024,11:14:00,192.168.158.68
106143,0S02,23/09/2024,20:57:00,192.168.175.194
102976,Auditório 1,09/04/2025,11:14:00,192.168.209.212
102470,D1.01,23/07/2024,16:16:00,192.168.42.46
105795,C2.02,19/03/2025,12:55:00,192.168.105.82
108292,C2.02,07/03/2025,17:50:00,192.168.121.228
103411,AA3.28,17/06/2025,13:57:00,192.168.6.225
108014,C2.01,25/09/2024,18:34:00,192.168.1.123
109452,0S02,23/04/2025,15:57:00,192.168.25.23
101604,Auditório 1,23/06/2025,09:47:00,192.168.101.137
106433,0S02,26/08/2024,08:19:00,192.168.205.18
107075,0S02,12/07/2024,13:57:00,192.168.53.82
108371,0S02,02/07/2024,11:14:00,192.168.211.242
107673,Auditório 1,24/09/2024,18:34:00,192.168.206.118
102694,AA3.26,26/07/2024,08:19:00,192.168.161.215
107266,C2.02,09/05/2025,20:57:00,192.168.153.149
101381,B2.02,09/12/2024,18:34:00,192.168.236.18
106684,0S02,20/08/2024,19:50:00,192.168.72.234
104827,0S02,23/07/2024,14:43:00,192.168.98.236
109762,B2.02,25/06/2025,20:57:00,192.168.231.3
102986,C2.01,10/10/2024,09:47:00,192.168.47.92
108209,Auditório 4,31/03/2025,09:47:00,192.168.100.103
108014,D1.01,13/05/2025,15:57:00,192.168.1.123
105975,B2.01,15/04/2025,17:50:00,192.168.211.41
103809,B2.02,01/05/2025,09:47:00,192.168.176.1
108754,0S02,19/07/2024,11:14:00,192.168.71.251
101767,D1.01,18/07/2024,18:34:00,192.168.43.166
108534,Auditório 4,04/07/2024,14:43:00,192.168.79.99
101132,C2.01,27/11/2024,09:47:00,192.168.144.234
107212,AA3.26,19/02/2025,14:43:00,192.168.134.85
100651,D1.01,01/04/2025,10:33:00,192.168.58.86
101617,0S01,26/02/2025,12:55:00,192.168.20.105
103809,0S02,06/08/2024,15:57:00,192.168.176.1
106492,C2.01,02/08/2024,18:34:00,192.168.167.243
109702,Auditório 1,24/02/2025,18:34:00,192.168.23.135
102682,C2.01,07/11/2024,18:34:00,192.168.197.69
107475,B2.01,10/07/2024,19:50:00,192.168.216.236
101906,0S01,07/05/2025,08:19:00,192.168.151.252
101132,AA3.26,11/11/2024,17:50:00,192.168.144.234
102197,C2.01,13/08/2024,10:33:00,192.168.93.248
102299,D1.02,25/11/2024,16:16:00,192.168.132.178
101809,B2.02,12/05/2025,10:33:00,192.168.247.149
109038,C2.02,09/08/2024,13:57:00,192.168.244.90
101808,D1.02,07/04/2025,20:57:00,192.168.158.68
100300,AA3.28,17/04/2025,20:57:00,192.168.216.167
104632,AA3.26,27/02/2025,09:47:00,192.168.178.130
102358,Auditório 4,22/10/2024,10:33:00,192.168.173.141
101800,0S02,06/11/2024,12:55:00,192.168.31.82
108788,D1.02,16/08/2024,08:19:00,192.168.168.215
103052,0S02,19/09/2024,18:34:00,192.168.77.59
100081,B2.01,09/04/2025,20:57:00,192.168.60.23
109236,Auditório 1,21/10/2024,11:14:00,192.168.107.155
103605,0S01,07/02/2025,16:16:00,192.168.208.53
108884,AA3.28,13/06/2025,14:43:00,192.168.35.188
103809,B2.02,29/08/2024,20:57:00,192.168.176.1
107301,B2.01,20/05/2025,15:57:00,192.168.97.231
105359,C2.02,25/10/2024,16:16:00,192.168.190.212
107389,B2.01,02/07/2025,08:19:00,192.168.201.247
104993,D1.02,06/12/2024,14:43:00,192.168.199.23
100952,C2.01,24/02/2025,11:14:00,192.168.209.243
108989,D1.01,13/11/2024,20:57:00,192.168.33.126
103415,0S02,16/10/2024,09:47:00,192.168.120.250
105266,AA3.28,25/03/2025,11:14:00,192.168.231.215
101726,0S01,29/11/2024,16:16:00,192.168.108.12
108500,D1.02,17/02/2025,19:50:00,192.168.178.97
109676,Auditório 1,16/10/2024,20:57:00,192.168.115.47
109762,Auditório 1,12/09/2024,10:33:00,192.168.231.3
100936,B2.02,04/02/2025,09:47:00,192.168.227.64
102239,D1.01,15/04/2025,18:34:00,192.168.170.62
102677,D1.01,16/09/2024,10:33:00,192.168.75.254
101409,0S02,25/11/2024,09:47:00,192.168.104.237
100385,C2.01,25/03/2025,11:14:00,192.168.213.8
103857,0S01,29/08/2024,16:16:00,192.168.190.96
101710,D1.01,07/04/2025,08:19:00,192.168.75.241
106257,Auditório 1,26/03/2025,11:14:00,192.168.235.105
101610,Auditório 1,04/02/2025,19:50:00,192.168.49.106
101832,0S02,03/10/2024,15:57:00,192.168.144.234
106425,AA3.28,25/06/2025,09:47:00,192.168.87.198
101337,C2.01,08/04/2025,13:57:00,192.168.86.37
107138,B2.02,04/09/2024,17:50:00,192.168.5.215
100276,AA3.26,13/09/2024,14:43:00,192.168.252.14
102470,B2.02,02/07/2025,12:55:00,192.168.42.46
107805,D1.01,21/03/2025,14:43:00,192.168.104.86
103476,0S01,28/03/2025,12:55:00,192.168.97.191
101404,AA3.26,26/03/2025,12:55:00,192.168.171.168
100861,Auditório 1,25/06/2025,18:34:00,192.168.59.72
108084,B2.01,21/04/2025,14:43:00,192.168.120.21
109337,AA3.28,11/07/2024,17:50:00,192.168.76.204
106367,B2.02,19/09/2024,19:50:00,192.168.15.193
100386,Auditório 4,01/08/2024,10:33:00,192.168.107.206
104955,AA3.26,24/09/2024,08:19:00,192.168.49.87
107800,D1.02,15/05/2025,17:50:00,192.168.230.22
109209,Auditório 4,04/07/2024,10:33:00,192.168.166.247
102106,C2.01,04/09/2024,10:33:00,192.168.3.120
104130,C2.02,05/12/2024,14:43:00,192.168.252.230
108407,C2.02,26/11/2024,19:50:00,192.168.52.48
102203,0S02,23/04/2025,10:33:00,192.168.203.157
100853,B2.01,02/10/2024,13:57:00,192.168.142.146
109006,D1.02,28/04/2025,17:50:00,192.168.207.72
109676,0S01,12/08/2024,10:33:00,192.168.115.47
105967,B2.01,12/11/2024,18:34:00,192.168.152.11
105334,Auditório 4,19/07/2024,14:43:00,192.168.98.42
104344,B2.02,07/05/2025,19:50:00,192.168.155.38
105427,C2.02,26/08/2024,12:55:00,192.168.136.168
105376,D1.02,03/03/2025,11:14:00,192.168.79.210
107343,0S01,11/07/2024,14:43:00,192.168.153.99
107751,B2.01,21/10/2024,11:14:00,192.168.152.90
106959,B2.01,03/07/2024,16:16:00,192.168.26.204
106800,Auditório 4,10/04/2025,10:33:00,192.168.171.156
109477,AA3.28,26/09/2024,12:55:00,192.168.154.129
104680,B2.01,30/04/2025,08:19:00,192.168.183.135
104646,Auditório 4,14/05/2025,08:19:00,192.168.64.156
107261,C2.02,18/11/2024,17:50:00,192.168.87.59
104557,D1.02,28/03/2025,18:34:00,192.168.240.232
109659,AA3.26,02/08/2024,16:16:00,192.168.69.145
102625,0S02,23/07/2024,19:50:00,192.168.138.162
106855,C2.02,23/05/2025,15:57:00,192.168.190.174
102197,B2.02,02/12/2024,15:57:00,192.168.93.248
109452,Auditório 1,24/04/2025,16:16:00,192.168.25.23
104099,AA3.28,18/07/2024,12:55:00,192.168.122.70
104582,C2.02,18/06/2025,18:34:00,192.168.192.82
101036,B2.02,14/03/2025,10:33:00,192.168.243.198
104332,AA3.26,12/09/2024,18:34:00,192.168.57.66
108754,0S01,27/02/2025,18:34:00,192.168.71.251
102694,D1.02,09/09/2024,20:57:00,192.168.161.215
103857,B2.01,01/10/2024,20:57:00,192.168.190.96
106900,0S01,02/05/2025,09:47:00,192.168.29.190
107524,C2.02,30/06/2025,08:19:00,192.168.74.251
106181,AA3.26,11/09/2024,10:33:00,192.168.221.231
100835,AA3.28,21/03/2025,19:50:00,192.168.71.166
108910,0S02,23/04/2025,17:50:00,192.168.203.34
109839,C2.01,12/08/2024,14:43:00,192.168.115.97
104840,Auditório 1,28/05/2025,17:50:00,192.168.253.75
106475,Auditório 4,23/09/2024,13:57:00,192.168.236.171
104662,0S02,17/03/2025,20:57:00,192.168.80.89
106780,B2.01,08/08/2024,10:33:00,192.168.193.174
107279,Auditório 1,16/10/2024,20:57:00,192.168.131.234
109520,D1.02,25/07/2024,14:43:00,192.168.188.15
101132,C2.02,02/04/2025,09:47:00,192.168.144.234
101163,AA3.26,27/02/2025,14:43:00,192.168.107.37
101283,Auditório 4,13/09/2024,16:16:00,192.168.174.164
100936,D1.01,10/03/2025,18:34:00,192.168.227.64
101337,Auditório 1,05/05/2025,10:33:00,192.168.86.37
107865,C2.02,17/04/2025,17:50:00,192.168.238.128
102457,D1.01,15/08/2024,11:14:00,192.168.97.43
108394,C2.02,04/02/2025,20:57:00,192.168.56.246
106070,D1.02,08/10/2024,11:14:00,192.168.71.154
104828,C2.02,16/08/2024,14:43:00,192.168.183.73
105515,B2.01,24/04/2025,19:50:00,192.168.33.165
103492,B2.01,13/06/2025,08:19:00,192.168.153.92
101827,B2.01,02/04/2025,10:33:00,192.168.230.46
100463,0S01,19/09/2024,12:55:00,192.168.40.63
104387,0S01,22/10/2024,18:34:00,192.168.20.93
102694,C2.02,14/11/2024,13:57:00,192.168.161.215
106364,B2.02,02/07/2025,11:14:00,192.168.136.168
105629,D1.01,17/07/2024,20:57:00,192.168.116.237
101808,AA3.26,10/04/2025,17:50:00,192.168.158.68
102018,0S02,01/05/2025,16:16:00,192.168.114.245
100798,C2.02,24/04/2025,17:50:00,192.168.139.229
108926,0S01,20/11/2024,20:57:00,192.168.209.7
101610,B2.02,11/04/2025,18:34:00,192.168.49.106
101734,0S02,05/11/2024,17:50:00,192.168.127.21
108696,0S01,17/02/2025,12:55:00,192.168.22.202
100642,C2.02,11/09/2024,18:34:00,192.168.240.83
104049,Auditório 4,19/08/2024,16:16:00,192.168.239.222
106492,0S02,29/10/2024,17:50:00,192.168.167.243
104684,B2.01,04/11/2024,13:57:00,192.168.251.41
102239,C2.01,29/08/2024,15:57:00,192.168.62.49
107279,0S01,11/04/2025,15:57:00,192.168.131.234
104099,0S02,12/11/2024,20:57:00,192.168.122.70
106705,D1.02,01/07/2025,14:43:00,192.168.149.242
100300,0S02,09/05/2025,08:19:00,192.168.216.167
108174,D1.01,02/10/2024,13:57:00,192.168.83.213
108209,D1.02,18/10/2024,18:34:00,192.168.100.103
104892,B2.01,25/02/2025,18:34:00,192.168.150.222
109936,AA3.26,12/06/2025,17:50:00,192.168.81.7
103182,0S02,27/02/2025,12:55:00,192.168.77.194
107138,0S01,14/03/2025,14:43:00,192.168.5.215
103439,D1.01,07/03/2025,20:57:00,192.168.200.212
102158,B2.01,26/03/2025,13:57:00,192.168.206.54
108264,D1.02,25/06/2025,17:50:00,192.168.159.55
101163,D1.02,20/03/2025,19:50:00,192.168.107.37
106257,C2.02,08/07/2024,08:19:00,192.168.235.105
106738,D1.01,10/12/2024,15:57:00,192.168.5.57
107390,D1.01,21/08/2024,09:47:00,192.168.168.202
103022,C2.01,18/07/2024,12:55:00,192.168.212.149
101655,Auditório 1,09/08/2024,09:47:00,192.168.171.245
104667,C2.01,06/11/2024,19:50:00,192.168.248.82
101270,Auditório 4,19/08/2024,08:19:00,192.168.17.75
102158,AA3.26,15/07/2024,15:57:00,192.168.206.54
104734,C2.01,18/07/2024,16:16:00,192.168.71.166
106608,Auditório 4,22/10/2024,19:50:00,192.168.54.39
104154,AA3.26,11/12/2024,17:50:00,192.168.224.191
106957,Auditório 1,25/11/2024,18:34:00,192.168.167.104
102818,B2.02,26/07/2024,10:33:00,192.168.168.177
106203,0S01,25/06/2025,08:19:00,192.168.150.53
106404,D1.02,17/04/2025,15:57:00,192.168.122.93
107524,C2.02,23/09/2024,11:14:00,192.168.74.251
106462,Auditório 4,13/03/2025,10:33:00,192.168.14.240
106760,C2.01,26/07/2024,15:57:00,192.168.187.166
103476,B2.01,02/08/2024,14:43:00,192.168.97.191
103766,AA3.28,10/09/2024,17:50:00,192.168.41.80
105369,C2.01,24/04/2025,15:57:00,192.168.28.87
104974,Auditório 1,03/12/2024,16:16:00,192.168.206.249
106738,C2.01,20/05/2025,17:50:00,192.168.5.57
108596,C2.01,08/10/2024,10:33:00,192.168.55.52
108168,AA3.26,27/09/2024,19:50:00,192.168.68.92
100652,0S02,24/04/2025,08:19:00,192.168.165.74
103627,Auditório 1,17/03/2025,08:19:00,192.168.178.213
101651,0S01,22/05/2025,09:47:00,192.168.200.209
107841,Auditório 1,18/07/2024,08:19:00,192.168.251.5
104332,C2.01,17/02/2025,11:14:00,192.168.57.66
102609,0S01,29/05/2025,12:55:00,192.168.170.112
108346,Auditório 4,28/08/2024,14:43:00,192.168.86.158
103625,Auditório 4,07/03/2025,10:33:00,192.168.240.49
102894,B2.01,01/10/2024,18:34:00,192.168.120.7
102102,0S01,04/11/2024,15:57:00,192.168.227.88
106844,Auditório 4,05/02/2025,09:47:00,192.168.108.175
102102,AA3.26,20/06/2025,15:57:00,192.168.227.88
109049,B2.01,13/12/2024,20:57:00,192.168.237.152
109170,B2.01,02/06/2025,11:14:00,192.168.149.104
109337,Auditório 1,06/12/2024,09:47:00,192.168.76.204
104646,C2.02,05/12/2024,11:14:00,192.168.64.156
104343,B2.01,14/02/2025,08:19:00,192.168.235.62
103740,C2.01,26/06/2025,17:50:00,192.168.170.104
103415,C2.02,03/04/2025,14:43:00,192.168.120.250
100179,C2.01,23/07/2024,14:43:00,192.168.90.158
100179,Auditório 1,29/10/2024,13:57:00,192.168.90.158
107284,0S02,27/11/2024,09:47:00,192.168.89.161
105654,AA3.26,14/05/2025,09:47:00,192.168.225.2
109006,Auditório 4,27/05/2025,15:57:00,192.168.207.72
106705,Auditório 1,08/05/2025,14:43:00,192.168.149.242
107751,AA3.26,25/07/2024,19:50:00,192.168.152.90
108346,AA3.28,30/10/2024,13:57:00,192.168.86.158
108926,Auditório 1,21/05/2025,13:57:00,192.168.209.7
109317,Auditório 1,07/08/2024,16:16:00,192.168.228.167
105266,C2.02,17/07/2024,09:47:00,192.168.231.215
100861,0S01,09/07/2024,11:14:00,192.168.59.72
109959,B2.01,21/04/2025,10:33:00,192.168.136.188
102299,0S02,07/04/2025,14:43:00,192.168.132.178
101388,C2.01,13/11/2024,20:57:00,192.168.165.63
103522,Auditório 1,11/12/2024,14:43:00,192.168.162.146
107805,C2.01,24/04/2025,13:57:00,192.168.104.86
105678,Auditório 1,16/08/2024,12:55:00,192.168.252.159
104078,AA3.26,25/07/2024,14:43:00,192.168.67.57
108817,B2.01,25/02/2025,19:50:00,192.168.41.173
101710,0S02,05/03/2025,15:57:00,192.168.75.241
104387,B2.02,05/08/2024,11:14:00,192.168.20.93
104662,0S01,05/09/2024,15:57:00,192.168.80.89
101767,C2.01,03/07/2024,08:19:00,192.168.43.166
100835,D1.01,07/05/2025,11:14:00,192.168.71.166
107150,AA3.26,12/05/2025,19:50:00,192.168.100.190
107075,B2.02,10/03/2025,13:57:00,192.168.53.82
101409,AA3.28,27/02/2025,13:57:00,192.168.104.237
104892,B2.02,15/07/2024,15:57:00,192.168.150.222
109171,AA3.28,07/03/2025,16:16:00,192.168.241.178
101496,0S02,24/04/2025,12:55:00,192.168.178.17
104130,C2.01,26/11/2024,09:47:00,192.168.252.230
106834,C2.02,09/07/2024,14:43:00,192.168.183.7
105552,0S02,04/11/2024,16:16:00,192.168.170.41
106143,C2.01,19/11/2024,12:55:00,192.168.175.194
106670,C2.01,01/11/2024,16:16:00,192.168.24.154
108084,AA3.26,06/12/2024,16:16:00,192.168.99.165
100241,0S01,30/05/2025,13:57:00,192.168.98.22
102644,C2.01,21/03/2025,18:34:00,192.168.241.125
103182,D1.02,03/03/2025,19:50:00,192.168.22.233
102806,0S02,16/05/2025,14:43:00,192.168.135.166
107800,AA3.26,22/07/2024,19:50:00,192.168.230.22
104426,D1.02,20/05/2025,09:47:00,192.168.147.142
100712,C2.01,10/06/2025,13:57:00,192.168.134.109
103941,D1.01,11/10/2024,15:57:00,192.168.199.211
103492,C2.02,12/08/2024,09:47:00,192.168.153.92
105181,Auditório 1,30/04/2025,20:57:00,192.168.2.13
104052,Auditório 1,16/04/2025,12:55:00,192.168.119.233
107805,B2.01,16/08/2024,18:34:00,192.168.104.86
106939,Auditório 4,04/09/2024,08:19:00,192.168.148.42
109603,D1.02,06/11/2024,20:57:00,192.168.82.91
108209,Auditório 4,24/09/2024,09:47:00,192.168.100.103
100795,Auditório 1,13/12/2024,14:43:00,192.168.151.108
100386,C2.01,12/03/2025,16:16:00,192.168.107.206
