Número do Aluno,Sala,Data e Hora,IP
107664,0S01,12/07/2024 17:50:00,192.168.85.111
107664,D1.01,15/07/2024 11:14:00,192.168.85.111
107664,C2.01,16/07/2024 20:57:00,192.168.85.111
107664,B2.01,26/07/2024 16:16:00,192.168.85.111
107664,C2.02,30/07/2024 13:57:00,192.168.85.111
107664,0S01,30/07/2024 19:50:00,192.168.85.111
107664,0S02,01/08/2024 19:50:00,192.168.85.111
107664,C2.02,08/08/2024 12:55:00,192.168.85.111
107664,0S02,16/08/2024 13:57:00,192.168.85.111
107664,C2.01,21/08/2024 14:43:00,192.168.85.111
107664,D1.01,21/08/2024 16:16:00,192.168.85.111
107664,D1.02,21/08/2024 17:50:00,192.168.85.111
107664,B2.02,23/08/2024 20:57:00,192.168.85.111
107664,0S01,28/08/2024 09:47:00,192.168.85.111
107664,0S01,28/08/2024 17:50:00,192.168.85.111
107664,AA3.28,29/08/2024 10:33:00,192.168.85.111
107664,0S01,04/09/2024 14:43:00,192.168.85.111
107664,0S02,17/09/2024 11:14:00,192.168.85.111
107664,C2.02,19/09/2024 20:57:00,192.168.85.111
107664,Auditório 4,20/09/2024 16:16:00,192.168.85.111
107664,C2.01,24/09/2024 11:14:00,192.168.85.111
107664,B2.01,25/09/2024 17:50:00,192.168.85.111
107664,D1.02,26/09/2024 18:34:00,192.168.85.111
107664,AA3.26,30/09/2024 20:57:00,192.168.85.111
107664,0S01,02/10/2024 11:14:00,192.168.85.111
107664,Auditório 4,02/10/2024 13:57:00,192.168.85.111
107664,Auditório 1,04/10/2024 13:57:00,192.168.85.111
107664,AA3.26,09/10/2024 14:43:00,192.168.85.111
107664,C2.01,09/10/2024 16:16:00,192.168.85.111
107664,C2.02,24/10/2024 11:14:00,192.168.85.111
107664,D1.02,30/10/2024 13:57:00,192.168.85.111
107664,D1.02,04/11/2024 12:55:00,192.168.85.111
107664,0S02,04/11/2024 20:57:00,192.168.85.111
107664,Auditório 4,08/11/2024 13:57:00,192.168.85.111
107664,AA3.26,08/11/2024 14:43:00,192.168.85.111
107664,B2.02,11/11/2024 16:16:00,192.168.85.111
107664,B2.01,15/11/2024 15:57:00,192.168.85.111
107664,B2.02,19/11/2024 10:33:00,192.168.85.111
107664,B2.01,19/11/2024 15:57:00,192.168.85.111
107664,C2.01,20/11/2024 14:43:00,192.168.85.111
107664,B2.02,26/11/2024 09:47:00,192.168.85.111
107664,Auditório 1,05/12/2024 11:14:00,192.168.85.111
107664,AA3.26,09/12/2024 13:57:00,192.168.85.111
107664,C2.01,10/12/2024 19:50:00,192.168.85.111
107664,C2.01,03/02/2025 15:57:00,192.168.85.111
107664,B2.02,11/02/2025 09:47:00,192.168.85.111
107664,AA3.28,14/02/2025 13:57:00,192.168.85.111
107664,B2.02,18/02/2025 10:33:00,192.168.85.111
107664,AA3.26,18/02/2025 13:57:00,192.168.85.111
107664,D1.01,19/02/2025 12:55:00,192.168.85.111
107664,0S01,21/02/2025 14:43:00,192.168.85.111
107664,AA3.26,25/02/2025 18:34:00,192.168.85.111
107664,AA3.28,28/02/2025 15:57:00,192.168.85.111
107664,AA3.26,06/03/2025 16:16:00,192.168.85.111
107664,Auditório 4,10/03/2025 19:50:00,192.168.85.111
107664,Auditório 4,13/03/2025 14:43:00,192.168.85.111
107664,0S02,14/03/2025 14:43:00,192.168.85.111
107664,AA3.26,14/03/2025 16:16:00,192.168.85.111
107664,C2.01,18/03/2025 16:16:00,192.168.85.111
107664,D1.02,24/03/2025 20:57:00,192.168.85.111
107664,B2.02,26/03/2025 12:55:00,192.168.85.111
107664,Auditório 1,27/03/2025 14:43:00,192.168.85.111
107664,C2.01,02/04/2025 11:14:00,192.168.85.111
107664,AA3.26,03/04/2025 15:57:00,192.168.85.111
107664,Auditório 4,07/04/2025 11:14:00,192.168.85.111
107664,AA3.28,09/04/2025 20:57:00,192.168.85.111
107664,AA3.28,11/04/2025 18:34:00,192.168.85.111
107664,B2.02,14/04/2025 20:57:00,192.168.85.111
107664,0S02,15/04/2025 16:16:00,192.168.85.111
107664,D1.02,18/04/2025 18:34:00,192.168.85.111
107664,C2.01,21/04/2025 11:14:00,192.168.85.111
107664,AA3.28,23/04/2025 10:33:00,192.168.85.111
107664,AA3.26,24/04/2025 12:55:00,192.168.85.111
107664,D1.02,29/04/2025 19:50:00,192.168.85.111
107664,D1.02,30/04/2025 19:50:00,192.168.85.111
107664,AA3.26,12/05/2025 16:16:00,192.168.85.111
107664,B2.01,30/05/2025 17:50:00,192.168.85.111
107664,C2.01,02/06/2025 17:50:00,192.168.85.111
107664,B2.01,02/06/2025 20:57:00,192.168.85.111
107664,B2.02,04/06/2025 11:14:00,192.168.85.111
107664,Auditório 1,17/06/2025 12:55:00,192.168.85.111
107664,B2.02,23/06/2025 13:57:00,192.168.85.111
107664,Auditório 1,24/06/2025 12:55:00,192.168.85.111
107664,D1.01,24/06/2025 15:57:00,192.168.85.111
107664,B2.02,24/06/2025 16:16:00,192.168.85.111
107664,0S01,26/06/2025 14:43:00,192.168.85.111
100548,0S01,05/07/2024 14:43:00,192.168.85.120
100548,B2.02,22/07/2024 14:43:00,192.168.85.120
100548,C2.02,24/07/2024 18:34:00,192.168.85.120
100548,AA3.26,25/07/2024 09:47:00,192.168.85.120
100548,C2.02,01/08/2024 14:43:00,192.168.85.120
100548,C2.01,01/08/2024 15:57:00,192.168.85.120
100548,Auditório 1,06/08/2024 09:47:00,192.168.85.120
100548,D1.02,07/08/2024 12:55:00,192.168.85.120
100548,AA3.28,07/08/2024 15:57:00,192.168.85.120
100548,C2.01,14/08/2024 12:55:00,192.168.85.120
100548,D1.02,20/08/2024 12:55:00,192.168.85.120
100548,D1.01,21/08/2024 10:33:00,192.168.85.120
100548,Auditório 4,22/08/2024 19:50:00,192.168.85.120
100548,B2.01,23/08/2024 18:34:00,192.168.85.120
100548,C2.02,26/08/2024 15:57:00,192.168.85.120
100548,AA3.28,27/08/2024 20:57:00,192.168.85.120
100548,D1.01,30/08/2024 18:34:00,192.168.85.120
100548,0S02,17/09/2024 18:34:00,192.168.85.120
100548,D1.02,18/09/2024 14:43:00,192.168.85.120
100548,AA3.28,19/09/2024 18:34:00,192.168.85.120
100548,D1.01,20/09/2024 20:57:00,192.168.85.120
100548,AA3.26,23/09/2024 11:14:00,192.168.85.120
100548,Auditório 1,24/09/2024 18:34:00,192.168.85.120
100548,B2.01,25/09/2024 12:55:00,192.168.85.120
100548,D1.02,02/10/2024 11:14:00,192.168.85.120
100548,C2.02,10/10/2024 12:55:00,192.168.85.120
100548,B2.02,23/10/2024 10:33:00,192.168.85.120
100548,Auditório 1,29/10/2024 12:55:00,192.168.85.120
100548,C2.02,30/10/2024 15:57:00,192.168.85.120
100548,Auditório 1,05/11/2024 15:57:00,192.168.85.120
100548,C2.02,06/11/2024 20:57:00,192.168.85.120
100548,B2.02,11/11/2024 12:55:00,192.168.85.120
100548,D1.01,19/11/2024 11:14:00,192.168.85.120
100548,B2.01,19/11/2024 16:16:00,192.168.85.120
100548,AA3.26,21/11/2024 12:55:00,192.168.85.120
100548,C2.01,06/12/2024 11:14:00,192.168.85.120
100548,C2.02,06/12/2024 20:57:00,192.168.85.120
100548,Auditório 4,13/12/2024 15:57:00,192.168.85.120
100548,C2.01,04/02/2025 16:16:00,192.168.85.120
100548,C2.01,04/02/2025 19:50:00,192.168.85.120
100548,D1.01,10/02/2025 13:57:00,192.168.85.120
100548,B2.01,11/02/2025 12:55:00,192.168.85.120
100548,0S02,20/02/2025 09:47:00,192.168.85.120
100548,0S02,20/02/2025 15:57:00,192.168.85.120
100548,Auditório 1,26/02/2025 11:14:00,192.168.85.120
100548,C2.01,03/03/2025 09:47:00,192.168.85.120
100548,Auditório 4,10/03/2025 10:33:00,192.168.85.120
100548,D1.02,12/03/2025 16:16:00,192.168.85.120
100548,AA3.28,12/03/2025 17:50:00,192.168.85.120
100548,0S02,17/03/2025 12:55:00,192.168.85.120
100548,D1.02,19/03/2025 09:47:00,192.168.85.120
100548,B2.02,25/03/2025 10:33:00,192.168.85.120
100548,0S02,28/03/2025 15:57:00,192.168.85.120
100548,0S01,02/04/2025 19:50:00,192.168.85.120
100548,AA3.28,03/04/2025 11:14:00,192.168.85.120
100548,B2.01,08/04/2025 12:55:00,192.168.85.120
100548,0S01,08/04/2025 13:57:00,192.168.85.120
100548,AA3.28,10/04/2025 16:16:00,192.168.85.120
100548,B2.01,11/04/2025 13:57:00,192.168.85.120
100548,0S01,14/04/2025 09:47:00,192.168.85.120
100548,B2.02,17/04/2025 15:57:00,192.168.85.120
100548,Auditório 4,17/04/2025 16:16:00,192.168.85.120
100548,AA3.26,17/04/2025 18:34:00,192.168.85.120
100548,D1.02,17/04/2025 20:57:00,192.168.85.120
100548,AA3.26,18/04/2025 09:47:00,192.168.85.120
100548,Auditório 4,18/04/2025 17:50:00,192.168.85.120
100548,Auditório 1,21/04/2025 17:50:00,192.168.85.120
100548,Auditório 4,09/05/2025 15:57:00,192.168.85.120
100548,B2.02,16/05/2025 19:50:00,192.168.85.120
100548,C2.02,21/05/2025 13:57:00,192.168.85.120
100548,B2.01,22/05/2025 19:50:00,192.168.85.120
100548,0S01,23/05/2025 18:34:00,192.168.85.120
100548,0S01,28/05/2025 11:14:00,192.168.85.120
100548,0S02,28/05/2025 14:43:00,192.168.85.120
100548,0S02,02/06/2025 14:43:00,192.168.85.120
100548,0S02,11/06/2025 13:57:00,192.168.85.120
100548,D1.02,18/06/2025 19:50:00,192.168.85.120
100548,Auditório 4,20/06/2025 10:33:00,192.168.85.120
100548,C2.02,20/06/2025 14:43:00,192.168.85.120
100548,AA3.28,23/06/2025 12:55:00,192.168.85.120
100548,C2.02,26/06/2025 14:43:00,192.168.85.120
106787,AA3.28,03/07/2024 16:16:00,192.168.85.123
106787,0S02,11/07/2024 18:34:00,192.168.85.123
106787,0S01,19/07/2024 18:34:00,192.168.85.123
106787,B2.01,25/07/2024 19:50:00,192.168.85.123
106787,0S01,26/07/2024 15:57:00,192.168.85.123
106787,B2.02,31/07/2024 20:57:00,192.168.85.123
106787,B2.02,01/08/2024 20:57:00,192.168.85.123
106787,D1.01,02/08/2024 13:57:00,192.168.85.123
106787,AA3.26,05/08/2024 16:16:00,192.168.85.123
106787,AA3.26,08/08/2024 13:57:00,192.168.85.123
106787,B2.02,08/08/2024 19:50:00,192.168.85.123
106787,0S01,21/08/2024 09:47:00,192.168.85.123
106787,AA3.26,27/08/2024 10:33:00,192.168.85.123
106787,D1.01,29/08/2024 18:34:00,192.168.85.123
106787,D1.01,05/09/2024 10:33:00,192.168.85.123
106787,AA3.26,05/09/2024 12:55:00,192.168.85.123
106787,0S01,05/09/2024 15:57:00,192.168.85.123
106787,AA3.26,05/09/2024 19:50:00,192.168.85.123
106787,AA3.28,10/09/2024 14:43:00,192.168.85.123
106787,D1.02,10/09/2024 15:57:00,192.168.85.123
106787,0S01,13/09/2024 18:34:00,192.168.85.123
106787,D1.02,17/09/2024 20:57:00,192.168.85.123
106787,D1.01,19/09/2024 14:43:00,192.168.85.123
106787,B2.02,24/09/2024 15:57:00,192.168.85.123
106787,AA3.26,26/09/2024 09:47:00,192.168.85.123
106787,AA3.28,27/09/2024 17:50:00,192.168.85.123
106787,AA3.26,11/10/2024 16:16:00,192.168.85.123
106787,B2.01,14/10/2024 11:14:00,192.168.85.123
106787,AA3.28,16/10/2024 10:33:00,192.168.85.123
106787,D1.02,21/10/2024 20:57:00,192.168.85.123
106787,B2.02,23/10/2024 13:57:00,192.168.85.123
106787,D1.01,30/10/2024 12:55:00,192.168.85.123
106787,C2.02,31/10/2024 09:47:00,192.168.85.123
106787,AA3.26,05/11/2024 13:57:00,192.168.85.123
106787,0S02,06/11/2024 11:14:00,192.168.85.123
106787,C2.01,08/11/2024 09:47:00,192.168.85.123
106787,AA3.26,12/11/2024 10:33:00,192.168.85.123
106787,D1.01,14/11/2024 18:34:00,192.168.85.123
106787,Auditório 4,18/11/2024 12:55:00,192.168.85.123
106787,AA3.26,20/11/2024 17:50:00,192.168.85.123
106787,D1.02,21/11/2024 09:47:00,192.168.85.123
106787,Auditório 4,22/11/2024 09:47:00,192.168.85.123
106787,Auditório 4,27/11/2024 11:14:00,192.168.85.123
106787,D1.02,27/11/2024 13:57:00,192.168.85.123
106787,0S02,06/12/2024 10:33:00,192.168.85.123
106787,D1.02,09/12/2024 15:57:00,192.168.85.123
106787,AA3.26,09/12/2024 17:50:00,192.168.85.123
106787,AA3.26,13/12/2024 20:57:00,192.168.85.123
106787,AA3.28,13/02/2025 12:55:00,192.168.85.123
106787,Auditório 4,19/02/2025 13:57:00,192.168.85.123
106787,0S01,21/02/2025 15:57:00,192.168.85.123
106787,D1.02,25/02/2025 09:47:00,192.168.85.123
106787,C2.01,05/03/2025 18:34:00,192.168.85.123
106787,B2.01,11/03/2025 16:16:00,192.168.85.123
106787,AA3.26,12/03/2025 10:33:00,192.168.85.123
106787,D1.02,12/03/2025 14:43:00,192.168.85.123
106787,B2.01,12/03/2025 16:16:00,192.168.85.123
106787,AA3.26,12/03/2025 17:50:00,192.168.85.123
106787,0S01,20/03/2025 18:34:00,192.168.85.123
106787,D1.02,21/03/2025 11:14:00,192.168.85.123
106787,0S01,21/03/2025 13:57:00,192.168.85.123
106787,D1.02,26/03/2025 13:57:00,192.168.85.123
106787,AA3.26,27/03/2025 16:16:00,192.168.85.123
106787,0S02,27/03/2025 17:50:00,192.168.85.123
106787,Auditório 1,01/04/2025 18:34:00,192.168.85.123
106787,D1.01,01/04/2025 20:57:00,192.168.85.123
106787,C2.01,21/04/2025 11:14:00,192.168.85.123
106787,B2.02,24/04/2025 10:33:00,192.168.85.123
106787,B2.01,24/04/2025 17:50:00,192.168.85.123
106787,0S02,29/04/2025 13:57:00,192.168.85.123
106787,0S02,02/05/2025 10:33:00,192.168.85.123
106787,C2.01,08/05/2025 14:43:00,192.168.85.123
106787,B2.01,14/05/2025 18:34:00,192.168.85.123
106787,Auditório 1,19/05/2025 12:55:00,192.168.85.123
106787,AA3.28,21/05/2025 17:50:00,192.168.85.123
106787,0S01,21/05/2025 18:34:00,192.168.85.123
106787,B2.01,26/05/2025 09:47:00,192.168.85.123
106787,0S02,27/05/2025 18:34:00,192.168.85.123
106787,C2.01,29/05/2025 10:33:00,192.168.85.123
106787,AA3.28,02/06/2025 11:14:00,192.168.85.123
106787,C2.01,06/06/2025 09:47:00,192.168.85.123
106787,B2.01,10/06/2025 14:43:00,192.168.85.123
106787,0S01,17/06/2025 13:57:00,192.168.85.123
106787,C2.02,17/06/2025 20:57:00,192.168.85.123
106787,D1.01,18/06/2025 19:50:00,192.168.85.123
106787,Auditório 4,02/07/2025 17:50:00,192.168.85.123
101195,0S02,02/07/2024 13:57:00,192.168.85.19
101195,C2.01,05/07/2024 18:34:00,192.168.85.19
101195,B2.02,12/07/2024 11:14:00,192.168.85.19
101195,B2.02,12/07/2024 15:57:00,192.168.85.19
101195,0S02,12/07/2024 20:57:00,192.168.85.19
101195,D1.01,16/07/2024 13:57:00,192.168.85.19
101195,AA3.28,19/07/2024 16:16:00,192.168.85.19
101195,AA3.26,31/07/2024 10:33:00,192.168.85.19
101195,Auditório 1,06/08/2024 16:16:00,192.168.85.19
101195,C2.01,14/08/2024 13:57:00,192.168.85.19
101195,0S01,20/08/2024 13:57:00,192.168.85.19
101195,D1.01,21/08/2024 12:55:00,192.168.85.19
101195,B2.01,22/08/2024 18:34:00,192.168.85.19
101195,Auditório 4,23/08/2024 09:47:00,192.168.85.19
101195,Auditório 4,23/08/2024 18:34:00,192.168.85.19
101195,Auditório 1,23/08/2024 19:50:00,192.168.85.19
101195,C2.01,26/08/2024 17:50:00,192.168.85.19
101195,C2.02,27/08/2024 20:57:00,192.168.85.19
101195,B2.02,28/08/2024 17:50:00,192.168.85.19
101195,C2.01,02/09/2024 15:57:00,192.168.85.19
101195,B2.02,04/09/2024 14:43:00,192.168.85.19
101195,0S01,10/09/2024 09:47:00,192.168.85.19
101195,D1.02,12/09/2024 12:55:00,192.168.85.19
101195,C2.02,18/09/2024 20:57:00,192.168.85.19
101195,0S01,23/09/2024 17:50:00,192.168.85.19
101195,Auditório 1,02/10/2024 14:43:00,192.168.85.19
101195,AA3.26,07/10/2024 11:14:00,192.168.85.19
101195,AA3.26,08/10/2024 14:43:00,192.168.85.19
101195,AA3.26,11/10/2024 17:50:00,192.168.85.19
101195,AA3.28,17/10/2024 15:57:00,192.168.85.19
101195,Auditório 1,17/10/2024 19:50:00,192.168.85.19
101195,D1.02,25/10/2024 14:43:00,192.168.85.19
101195,0S02,25/10/2024 20:57:00,192.168.85.19
101195,Auditório 1,28/10/2024 18:34:00,192.168.85.19
101195,Auditório 1,29/10/2024 09:47:00,192.168.85.19
101195,Auditório 1,31/10/2024 13:57:00,192.168.85.19
101195,D1.01,31/10/2024 14:43:00,192.168.85.19
101195,D1.01,01/11/2024 10:33:00,192.168.85.19
101195,C2.01,01/11/2024 13:57:00,192.168.85.19
101195,B2.01,05/11/2024 16:16:00,192.168.85.19
101195,Auditório 4,07/11/2024 16:16:00,192.168.85.19
101195,AA3.28,13/11/2024 12:55:00,192.168.85.19
101195,Auditório 4,13/11/2024 19:50:00,192.168.85.19
101195,AA3.28,20/11/2024 13:57:00,192.168.85.19
101195,B2.01,25/11/2024 19:50:00,192.168.85.19
101195,0S02,02/12/2024 20:57:00,192.168.85.19
101195,0S01,05/12/2024 09:47:00,192.168.85.19
101195,D1.02,06/02/2025 20:57:00,192.168.85.19
101195,C2.01,07/02/2025 12:55:00,192.168.85.19
101195,C2.02,10/02/2025 15:57:00,192.168.85.19
101195,C2.01,10/02/2025 16:16:00,192.168.85.19
101195,0S02,10/02/2025 18:34:00,192.168.85.19
101195,Auditório 1,14/02/2025 09:47:00,192.168.85.19
101195,0S02,14/02/2025 15:57:00,192.168.85.19
101195,C2.01,14/02/2025 19:50:00,192.168.85.19
101195,C2.02,19/02/2025 17:50:00,192.168.85.19
101195,0S02,20/02/2025 11:14:00,192.168.85.19
101195,D1.02,21/02/2025 13:57:00,192.168.85.19
101195,B2.01,24/02/2025 15:57:00,192.168.85.19
101195,Auditório 1,27/02/2025 15:57:00,192.168.85.19
101195,Auditório 1,27/02/2025 19:50:00,192.168.85.19
101195,B2.02,03/03/2025 10:33:00,192.168.85.19
101195,C2.01,06/03/2025 18:34:00,192.168.85.19
101195,AA3.26,07/03/2025 10:33:00,192.168.85.19
101195,B2.02,10/03/2025 11:14:00,192.168.85.19
101195,B2.01,11/03/2025 12:55:00,192.168.85.19
101195,0S01,11/03/2025 16:16:00,192.168.85.19
101195,B2.02,28/03/2025 16:16:00,192.168.85.19
101195,Auditório 4,02/04/2025 19:50:00,192.168.85.19
101195,D1.02,03/04/2025 13:57:00,192.168.85.19
101195,D1.02,04/04/2025 16:16:00,192.168.85.19
101195,Auditório 4,04/04/2025 17:50:00,192.168.85.19
101195,0S02,08/04/2025 15:57:00,192.168.85.19
101195,D1.02,08/04/2025 18:34:00,192.168.85.19
101195,D1.01,09/04/2025 11:14:00,192.168.85.19
101195,C2.01,14/04/2025 20:57:00,192.168.85.19
101195,Auditório 1,21/04/2025 13:57:00,192.168.85.19
101195,B2.01,30/04/2025 13:57:00,192.168.85.19
101195,D1.01,30/04/2025 19:50:00,192.168.85.19
101195,C2.01,01/05/2025 19:50:00,192.168.85.19
101195,C2.02,06/05/2025 17:50:00,192.168.85.19
101195,C2.02,09/05/2025 12:55:00,192.168.85.19
101195,Auditório 1,20/05/2025 12:55:00,192.168.85.19
101195,AA3.28,21/05/2025 17:50:00,192.168.85.19
101195,C2.01,22/05/2025 09:47:00,192.168.85.19
101195,AA3.26,26/05/2025 13:57:00,192.168.85.19
101195,AA3.26,26/05/2025 14:43:00,192.168.85.19
101195,Auditório 4,06/06/2025 11:14:00,192.168.85.19
101195,D1.01,09/06/2025 17:50:00,192.168.85.19
101195,C2.01,10/06/2025 12:55:00,192.168.85.19
101195,AA3.26,16/06/2025 14:43:00,192.168.85.19
101195,Auditório 4,17/06/2025 18:34:00,192.168.85.19
101195,AA3.26,18/06/2025 10:33:00,192.168.85.19
101195,B2.01,26/06/2025 12:55:00,192.168.85.19
101195,Auditório 4,30/06/2025 10:33:00,192.168.85.19
101195,D1.02,01/07/2025 11:14:00,192.168.85.19
104445,0S02,02/07/2024 14:43:00,192.168.85.232
104445,AA3.28,03/07/2024 19:50:00,192.168.85.232
104445,B2.02,05/07/2024 12:55:00,192.168.85.232
104445,B2.01,05/07/2024 16:16:00,192.168.85.232
104445,0S01,05/07/2024 19:50:00,192.168.85.232
104445,C2.02,09/07/2024 19:50:00,192.168.85.232
104445,0S02,15/07/2024 12:55:00,192.168.85.232
104445,AA3.26,07/08/2024 13:57:00,192.168.85.232
104445,C2.02,09/08/2024 10:33:00,192.168.85.232
104445,AA3.26,21/08/2024 10:33:00,192.168.85.232
104445,C2.01,22/08/2024 11:14:00,192.168.85.232
104445,D1.01,23/08/2024 20:57:00,192.168.85.232
104445,Auditório 4,27/08/2024 12:55:00,192.168.85.232
104445,C2.02,30/08/2024 13:57:00,192.168.85.232
104445,0S01,02/09/2024 20:57:00,192.168.85.232
104445,C2.02,04/09/2024 16:16:00,192.168.85.232
104445,C2.02,09/09/2024 15:57:00,192.168.85.232
104445,B2.01,09/09/2024 20:57:00,192.168.85.232
104445,AA3.26,10/09/2024 16:16:00,192.168.85.232
104445,Auditório 1,10/09/2024 20:57:00,192.168.85.232
104445,0S02,16/09/2024 10:33:00,192.168.85.232
104445,Auditório 4,16/09/2024 12:55:00,192.168.85.232
104445,0S01,16/09/2024 18:34:00,192.168.85.232
104445,Auditório 1,19/09/2024 18:34:00,192.168.85.232
104445,AA3.28,24/09/2024 17:50:00,192.168.85.232
104445,AA3.26,27/09/2024 15:57:00,192.168.85.232
104445,Auditório 4,03/10/2024 09:47:00,192.168.85.232
104445,Auditório 4,04/10/2024 17:50:00,192.168.85.232
104445,AA3.26,07/10/2024 10:33:00,192.168.85.232
104445,D1.02,08/10/2024 12:55:00,192.168.85.232
104445,Auditório 4,08/10/2024 13:57:00,192.168.85.232
104445,D1.02,10/10/2024 09:47:00,192.168.85.232
104445,0S02,18/10/2024 17:50:00,192.168.85.232
104445,B2.02,18/10/2024 20:57:00,192.168.85.232
104445,B2.01,22/10/2024 10:33:00,192.168.85.232
104445,C2.02,22/10/2024 16:16:00,192.168.85.232
104445,C2.02,25/10/2024 12:55:00,192.168.85.232
104445,B2.02,29/10/2024 16:16:00,192.168.85.232
104445,Auditório 4,07/11/2024 15:57:00,192.168.85.232
104445,C2.01,25/11/2024 14:43:00,192.168.85.232
104445,B2.01,25/11/2024 17:50:00,192.168.85.232
104445,AA3.26,26/11/2024 13:57:00,192.168.85.232
104445,B2.02,27/11/2024 12:55:00,192.168.85.232
104445,C2.02,28/11/2024 09:47:00,192.168.85.232
104445,0S01,28/11/2024 12:55:00,192.168.85.232
104445,0S01,29/11/2024 10:33:00,192.168.85.232
104445,0S01,04/12/2024 20:57:00,192.168.85.232
104445,B2.02,09/12/2024 19:50:00,192.168.85.232
104445,Auditório 4,10/12/2024 11:14:00,192.168.85.232
104445,AA3.26,13/12/2024 11:14:00,192.168.85.232
104445,AA3.26,03/02/2025 11:14:00,192.168.85.232
104445,D1.02,03/02/2025 20:57:00,192.168.85.232
104445,C2.01,11/02/2025 13:57:00,192.168.85.232
104445,AA3.26,18/02/2025 13:57:00,192.168.85.232
104445,0S02,19/02/2025 15:57:00,192.168.85.232
104445,D1.02,20/02/2025 20:57:00,192.168.85.232
104445,B2.01,25/02/2025 12:55:00,192.168.85.232
104445,C2.02,28/02/2025 13:57:00,192.168.85.232
104445,D1.02,04/03/2025 09:47:00,192.168.85.232
104445,AA3.28,06/03/2025 09:47:00,192.168.85.232
104445,AA3.28,12/03/2025 09:47:00,192.168.85.232
104445,D1.01,19/03/2025 12:55:00,192.168.85.232
104445,AA3.26,25/03/2025 09:47:00,192.168.85.232
104445,AA3.28,31/03/2025 17:50:00,192.168.85.232
104445,B2.01,07/04/2025 14:43:00,192.168.85.232
104445,D1.01,07/04/2025 17:50:00,192.168.85.232
104445,Auditório 1,08/04/2025 14:43:00,192.168.85.232
104445,AA3.26,14/04/2025 16:16:00,192.168.85.232
104445,Auditório 4,16/04/2025 20:57:00,192.168.85.232
104445,D1.01,21/04/2025 15:57:00,192.168.85.232
104445,D1.02,21/04/2025 17:50:00,192.168.85.232
104445,B2.02,21/04/2025 19:50:00,192.168.85.232
104445,AA3.26,22/04/2025 10:33:00,192.168.85.232
104445,Auditório 1,06/05/2025 09:47:00,192.168.85.232
104445,Auditório 4,06/05/2025 13:57:00,192.168.85.232
104445,C2.02,07/05/2025 12:55:00,192.168.85.232
104445,C2.01,09/05/2025 18:34:00,192.168.85.232
104445,0S02,19/05/2025 13:57:00,192.168.85.232
104445,D1.02,22/05/2025 17:50:00,192.168.85.232
104445,0S02,26/05/2025 14:43:00,192.168.85.232
104445,C2.01,26/05/2025 19:50:00,192.168.85.232
104445,AA3.28,28/05/2025 09:47:00,192.168.85.232
104445,C2.01,03/06/2025 13:57:00,192.168.85.232
104445,C2.01,10/06/2025 20:57:00,192.168.85.232
104445,Auditório 1,11/06/2025 20:57:00,192.168.85.232
104445,AA3.28,19/06/2025 18:34:00,192.168.85.232
104445,C2.01,02/07/2025 12:55:00,192.168.85.232
102997,AA3.28,04/07/2024 10:33:00,192.168.86.141
102997,D1.01,04/07/2024 13:57:00,192.168.86.141
102997,0S02,05/07/2024 19:50:00,192.168.86.141
102997,AA3.28,11/07/2024 19:50:00,192.168.86.141
102997,B2.02,12/07/2024 10:33:00,192.168.86.141
102997,AA3.28,15/07/2024 09:47:00,192.168.86.141
102997,D1.02,15/07/2024 17:50:00,192.168.86.141
102997,AA3.26,22/07/2024 11:14:00,192.168.86.141
102997,D1.02,23/07/2024 19:50:00,192.168.86.141
102997,B2.02,30/07/2024 12:55:00,192.168.86.141
102997,D1.02,06/08/2024 17:50:00,192.168.86.141
102997,D1.02,14/08/2024 13:57:00,192.168.86.141
102997,D1.02,15/08/2024 15:57:00,192.168.86.141
102997,Auditório 1,15/08/2024 17:50:00,192.168.86.141
102997,C2.01,21/08/2024 12:55:00,192.168.86.141
102997,D1.01,21/08/2024 18:34:00,192.168.86.141
102997,Auditório 4,23/08/2024 11:14:00,192.168.86.141
102997,AA3.28,23/08/2024 12:55:00,192.168.86.141
102997,B2.02,26/08/2024 10:33:00,192.168.86.141
102997,D1.02,26/08/2024 17:50:00,192.168.86.141
102997,0S02,27/08/2024 12:55:00,192.168.86.141
102997,AA3.26,29/08/2024 11:14:00,192.168.86.141
102997,AA3.26,11/09/2024 12:55:00,192.168.86.141
102997,Auditório 4,11/09/2024 17:50:00,192.168.86.141
102997,B2.02,12/09/2024 10:33:00,192.168.86.141
102997,Auditório 1,13/09/2024 10:33:00,192.168.86.141
102997,D1.02,16/09/2024 20:57:00,192.168.86.141
102997,Auditório 4,18/09/2024 10:33:00,192.168.86.141
102997,B2.01,26/09/2024 19:50:00,192.168.86.141
102997,B2.01,27/09/2024 12:55:00,192.168.86.141
102997,AA3.28,30/09/2024 16:16:00,192.168.86.141
102997,B2.02,01/10/2024 19:50:00,192.168.86.141
102997,B2.01,03/10/2024 15:57:00,192.168.86.141
102997,AA3.26,04/10/2024 13:57:00,192.168.86.141
102997,B2.01,07/10/2024 09:47:00,192.168.86.141
102997,B2.02,09/10/2024 16:16:00,192.168.86.141
102997,D1.01,09/10/2024 19:50:00,192.168.86.141
102997,C2.02,11/10/2024 10:33:00,192.168.86.141
102997,Auditório 4,18/10/2024 18:34:00,192.168.86.141
102997,C2.02,22/10/2024 15:57:00,192.168.86.141
